Season Start Year,League,Team,Name,Age,POS,CM,KG,Apps Combined,Apps,Starts,Subs,Mins,Goal,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
2011,La Liga,Mallorca,Kevin,22,D(L) ,178,74,0(1),1,0,1,23,-,-,-,-,-,66.7,-,-,6.06
2011,La Liga,Mallorca,Aki,25,M ,173,65,1(3),4,1,3,166,-,-,1,-,-,87.8,-,-,6.04
2011,La Liga,Mallorca,Pablo Mar’,18,D ,191,87,0(2),2,0,2,32,-,-,1,-,-,11.1,0.5,-,5.97
2011,La Liga,Sevilla,Alexis,26,D(CL) ,183,75,1,1,1,0,90,1,-,1,-,1,87.8,3,-,7.63
2011,La Liga,Sevilla,Andr_s Palop,38,GK ,184,75,13,13,13,0,1170,-,-,1,-,-,64.1,0.3,1,7.51
2011,La Liga,Sevilla,Jesœs Navas,25,AM(CR) ,170,60,37,37,37,0,3330,5,12,5,-,2.2,75.1,0.4,3,7.46
2011,La Liga,Sevilla,Emir Spahic,31,D(C) ,186,81,22,22,22,0,1927,-,-,12,-,0.6,73.4,2.7,3,7.28
2011,La Liga,Sevilla,Fernando Navarro,29,D(CL) ,176,70,35,35,35,0,3046,-,1,11,1,0.1,79.3,1.4,1,7.23
2011,La Liga,Sevilla,çlvaro Negredo,26,FW ,186,87,28(2),30,28,2,2354,14,3,5,-,2.8,67,1.8,4,7.15
2011,La Liga,Sevilla,Federico Fazio,24,D(C)^DM(C) ,195,85,25(3),28,25,3,2271,2,-,7,1,0.8,77.6,4,2,7.14
2011,La Liga,Sevilla,Gary Medel,24,D(C)^DM(C) ,172,71,30(1),31,30,1,2642,2,-,15,1,0.8,85.5,1.1,1,7.08
2011,La Liga,Sevilla,Reyes,28,AM(CLR) ,176,72,15(4),19,15,4,1222,1,4,1,-,1.7,71.6,0.6,1,7.07
2011,La Liga,Sevilla,Mart’n C‡ceres,24,D(CLR)^M(R) ,182,77,13(1),14,13,1,1174,1,-,3,-,0.5,76,2.1,1,7.04
2011,La Liga,Sevilla,Coke,24,D(R) ,176,72,24(4),28,24,4,2175,-,-,6,1,0.4,78,0.6,1,6.93
2011,La Liga,Sevilla,Javi Varas,29,GK ,182,73,25,25,25,0,2250,-,-,1,-,-,58.3,-,1,6.85
2011,La Liga,Sevilla,Diego Perotti,23,AM(CLR) ,179,70,14(3),17,14,3,1105,-,2,2,-,1.6,76.9,0.5,-,6.82
2011,La Liga,Sevilla,Ivan Rakitic,23,M(C) ,184,75,19(17),36,19,17,1929,-,6,4,-,0.9,82.1,0.5,1,6.81
2011,La Liga,Sevilla,Julien Escud_,32,D(C) ,183,79,24,24,24,0,2116,1,-,8,1,0.7,84.9,1.6,-,6.79
2011,La Liga,Sevilla,Antonio Luna,20,D(L)^M(L) ,178,70,11(3),14,11,3,941,1,1,2,-,0.6,72.4,0.6,-,6.75
2011,La Liga,Sevilla,Cala,21,D(C) ,180,76,7(1),8,7,1,616,1,-,2,-,0.5,79.9,1.9,-,6.72
2011,La Liga,Sevilla,Manu del Moral,27,AM(CLR)^FW ,185,84,25(9),34,25,9,2256,10,1,5,1,2.4,73.1,0.6,1,6.66
2011,La Liga,Sevilla,Piotr Trochowski,27,M(CLR) ,169,72,27(8),35,27,8,2281,1,2,7,1,1.7,82.9,0.4,-,6.65
2011,La Liga,Sevilla,Frederic Kanout_,34,AM(C)^FW ,192,82,12(14),26,12,14,1270,4,2,7,1,1.3,71.7,2.2,-,6.49
2011,La Liga,Sevilla,Deivid,22,D ,188,76,3(2),5,3,2,291,-,-,2,-,0.2,83.5,0.2,-,6.47
2011,La Liga,Sevilla,Emiliano Armenteros,25,AM(CLR) ,179,78,4(9),13,4,9,458,-,-,1,-,0.6,71.6,0.5,-,6.44
2011,La Liga,Sevilla,Bab‡,23,FW ,185,76,2(9),11,2,9,392,3,-,-,-,1.6,71.1,0.5,-,6.42
2011,La Liga,Sevilla,Tiberio Guarente,25,DM(C) ,180,67,0(3),3,0,3,28,-,-,1,-,1.3,86.4,-,-,6.4
2011,La Liga,Sevilla,Jos_ Campa–a,18,DM(C) ,179,74,3(12),15,3,12,428,-,3,-,-,0.3,86.5,0.1,-,6.36
2011,La Liga,Sevilla,Luis Alberto,19,AM(C) ,182,72,0(5),5,0,5,76,-,-,-,-,1.4,78.7,-,-,6.28
2011,La Liga,Sevilla,Alberto Moreno,19,D(L)^M(L) ,170,65,0(1),1,0,1,11,-,-,-,-,-,100,-,-,6.19
2011,La Liga,Sevilla,Hiroshi,20,FW ,197,82,0(1),1,0,1,6,-,-,-,-,-,50,-,-,6.1
2011,La Liga,Athletic Club,Javi Mart’nez14091,23,D(C)^M(C) ,190,81,30(1),31,30,1,2674,4,1,10,3,0.8,84.3,2.4,1,7.32
2011,La Liga,Athletic Club,Fernando Amorebieta,26,D(CL) ,192,85,27(1),28,27,1,2342,3,1,9,2,0.3,73.3,2.4,2,7.24
2011,La Liga,Athletic Club,Gorka Iraizoz,30,GK ,191,87,37,37,37,0,3330,-,-,-,-,-,73.3,0.2,-,7.08
2011,La Liga,Athletic Club,Ander Herrera,22,M(CLR) ,182,70,25(7),32,25,7,2175,1,7,10,-,1.2,81.1,0.5,2,7.05
2011,La Liga,Athletic Club,Fernando Llorente,26,FW ,195,90,24(8),32,24,8,2263,17,1,-,-,2.5,68,1.4,4,7.04
2011,La Liga,Athletic Club,Mikel San Jos_,22,D(C)^DM(C) ,186,77,15(9),24,15,9,1629,2,1,6,-,0.5,80,1,-,7
2011,La Liga,Athletic Club,Iker Muniain,18,AM(CLR) ,169,63,30(3),33,30,3,2676,2,2,6,-,1.3,83.1,0.1,1,6.98
2011,La Liga,Athletic Club,Markel Susaeta,23,AM(CLR) ,179,67,34(4),38,34,4,3008,6,7,4,-,1.5,80.5,0.4,1,6.95
2011,La Liga,Athletic Club,îscar De Marcos,22,D(LR)^M(CLR) ,180,76,34,34,34,0,2954,4,4,9,1,1.4,77.7,0.6,1,6.9
2011,La Liga,Athletic Club,Jon Aurtenetxe,19,D(CL) ,182,82,30(1),31,30,1,2507,1,-,10,-,0.6,74.8,1.1,-,6.89
2011,La Liga,Athletic Club,Andoni Iraola,29,D(R) ,182,75,32(3),35,32,3,2971,1,3,7,1,0.5,82.4,0.6,-,6.89
2011,La Liga,Athletic Club,Ander Iturraspe,22,DM(C) ,187,74,31(4),35,31,4,2731,1,-,15,-,0.4,81.9,1.6,-,6.8
2011,La Liga,Athletic Club,Borja Ekiza,23,D(C) ,180,73,13(8),21,13,8,1249,-,-,3,1,0.1,87.7,0.5,1,6.77
2011,La Liga,Athletic Club,Carlos Gurpegi,31,D(C)^M(CR) ,181,75,6(1),7,6,1,502,-,-,2,-,0.3,82.6,1.3,-,6.68
2011,La Liga,Athletic Club,Gaizka Toquero,27,AM(CR)^FW ,182,78,15(20),35,15,20,1547,4,6,7,-,1,60.5,1.2,1,6.6
2011,La Liga,Athletic Club,Jon‡s Ramalho,18,D(R) ,181,68,1(1),2,1,1,49,-,-,-,-,-,71.4,1,-,6.59
2011,La Liga,Athletic Club,David L—pez9433,29,AM(CLR) ,181,75,4(9),13,4,9,396,1,-,1,-,0.9,81.7,0.1,-,6.51
2011,La Liga,Athletic Club,Igor Gabilondo,32,AM(L) ,185,78,8(8),16,8,8,745,2,-,-,-,0.8,75,0.9,-,6.5
2011,La Liga,Athletic Club,Raœl Fern‡ndez,23,GK ,196,88,2,2,2,0,180,-,-,1,-,-,83.3,-,-,6.49
2011,La Liga,Athletic Club,Ibai G—mez,21,AM(L) ,177,72,7(12),19,7,12,880,-,2,1,-,1.6,78.1,0.1,-,6.45
2011,La Liga,Athletic Club,I–igo P_rez,23,D(L)^DM(C) ,178,74,14(8),22,14,8,1011,-,2,4,-,0.6,78.7,0.4,-,6.4
2011,La Liga,Athletic Club,Igor Mart’nez,22,AM(C) ,170,65,0(2),2,0,2,38,-,-,-,-,0.5,70,-,-,6.19
2011,La Liga,Getafe,M’chel26632,25,DM(C) ,183,72,19(3),22,19,3,1643,1,1,11,1,0.5,77.6,2.2,2,7.26
2011,La Liga,Getafe,Juan Valera,26,D(R) ,184,76,30,30,30,0,2680,1,2,11,-,0.4,65.6,4.4,2,7.26
2011,La Liga,Getafe,Cata D’az,32,D(C) ,182,74,36,36,36,0,3240,-,-,10,-,0.3,75,0.7,1,7.07
2011,La Liga,Getafe,Moy‡,27,GK ,189,82,36,36,36,0,3240,-,-,2,-,-,61.1,0.3,2,7
2011,La Liga,Getafe,Rub_n P_rez,22,DM(C) ,178,72,8(1),9,8,1,715,-,-,5,-,0.6,74.3,0.8,-,6.98
2011,La Liga,Getafe,çlex P_rez,20,D ,191,80,1(1),2,1,1,121,-,-,-,-,-,76.5,-,-,6.98
2011,La Liga,Getafe,Abdel Barrada,22,AM(CLR) ,185,78,25(7),32,25,7,2206,4,1,4,1,0.9,71.7,0.8,2,6.9
2011,La Liga,Getafe,Mehdi Lacen,27,M(C) ,176,70,26(7),33,26,7,2437,1,1,5,1,0.5,77.6,1.1,-,6.87
2011,La Liga,Getafe,Tsepo Masilela,26,D(L) ,174,70,11(2),13,11,2,1009,-,-,5,-,-,78.5,1.1,-,6.86
2011,La Liga,Getafe,Man_,29,D(L) ,175,68,21(1),22,21,1,1748,-,1,5,-,0.6,70.5,0.5,-,6.85
2011,La Liga,Getafe,Jaime Gavil‡n,26,AM(CL) ,177,73,13(4),17,13,4,1041,1,4,1,-,0.9,74.7,0.6,2,6.8
2011,La Liga,Getafe,Juan Rodr’guez,29,M(CR) ,185,72,10(7),17,10,7,904,-,-,5,-,0.3,73.4,2.6,-,6.79
2011,La Liga,Getafe,çlvaro Arroyo,23,D(R) ,180,71,3(1),4,3,1,255,-,-,-,-,-,64.6,1,-,6.77
2011,La Liga,Getafe,Alberto Lopo,31,D(C) ,186,82,14(2),16,14,2,1336,-,-,6,2,0.4,76.2,1.8,1,6.77
2011,La Liga,Getafe,Alexis,26,D(CL) ,183,75,11(1),12,11,1,991,1,-,3,-,0.8,78.5,1.7,-,6.76
2011,La Liga,Getafe,Miguel Torres,25,D(CLR) ,184,74,18(5),23,18,5,1664,1,1,8,1,0.1,69.7,1.3,-,6.76
2011,La Liga,Getafe,Miku,26,FW ,186,72,33(5),38,33,5,2943,12,2,4,1,1.6,69,1.6,2,6.72
2011,La Liga,Getafe,Diego Castro,29,AM(CLR) ,174,70,25(6),31,25,6,2233,7,1,6,-,1.2,72.2,0.2,1,6.71
2011,La Liga,Getafe,Rafa,26,D(C) ,179,72,9(4),13,9,4,801,-,-,5,-,0.2,77.1,0.9,-,6.67
2011,La Liga,Getafe,Pedro R’os,29,AM(CLR) ,175,72,17(5),22,17,5,1378,2,3,6,-,1,63.5,0.5,1,6.67
2011,La Liga,Getafe,Jordi Codina,29,GK ,189,81,2,2,2,0,180,-,-,-,-,-,52.6,-,-,6.55
2011,La Liga,Getafe,Pedro Le—n,24,AM(R) ,183,71,6(7),13,6,7,622,1,1,4,-,1.7,60.5,0.8,-,6.48
2011,La Liga,Getafe,Casquero,35,M(C) ,180,73,19(9),28,19,9,1706,1,-,8,-,0.9,77.1,0.3,-,6.46
2011,La Liga,Getafe,Daniel GŸiza,31,FW ,180,80,15(17),32,15,17,1511,3,2,8,-,1.1,67.9,0.3,-,6.38
2011,La Liga,Getafe,Pablo Sarabia,19,AM(CLR) ,176,70,10(9),19,10,9,984,-,1,3,1,1.2,65.8,0.2,-,6.31
2011,La Liga,Getafe,Adri‡n Colunga,26,AM(L)^FW ,169,64,0(4),4,0,4,110,-,-,-,-,1,70.8,-,-,6.15
2011,La Liga,Getafe,Javier Arizmendi,27,AM(R)^FW ,189,76,0(3),3,0,3,52,-,-,1,-,-,52.9,0.3,-,6.08
2011,La Liga,Getafe,Samuel S‡iz,20,FW ,173,73,0(1),1,0,1,12,-,-,-,-,-,100,-,-,6.07
2011,La Liga,Getafe,Hugo Fraile,24,FW ,176,73,0(1),1,0,1,12,-,-,-,-,1,50,-,-,6.05
2011,La Liga,Real Sociedad,David Zurutuza,25,M(C) ,186,78,30(3),33,30,3,2547,3,2,4,-,0.9,80.3,1.7,1,7.32
2011,La Liga,Real Sociedad,Asier Illarramendi,21,DM(C) ,179,76,16(2),18,16,2,1459,-,1,3,1,1,79.8,0.8,-,7.3
2011,La Liga,Real Sociedad,Carlos Mart’nez,25,D(R) ,189,79,19(2),21,19,2,1711,-,2,2,1,0.2,68.1,0.8,1,7.27
2011,La Liga,Real Sociedad,Antoine Griezmann,20,AM(CLR)^FW ,176,67,28(7),35,28,7,2627,7,4,5,-,2.7,73,0.9,5,7.22
2011,La Liga,Real Sociedad,Ion Ansotegi,29,D(C) ,192,84,9(1),10,9,1,833,-,-,2,-,0.5,75.9,1.8,-,7.15
2011,La Liga,Real Sociedad,Gorka Elustondo,24,D(C)^DM(C) ,184,79,16(1),17,16,1,1475,1,2,2,2,1.1,77.7,1.5,1,7.12
2011,La Liga,Real Sociedad,Alberto De la Bella,25,D(L) ,182,82,21,21,21,0,1821,-,2,4,-,0.2,78.7,0.8,1,7.1
2011,La Liga,Real Sociedad,Carlos Vela,22,AM(CLR)^FW ,177,75,28(7),35,28,7,2502,12,7,2,-,2.3,79.7,0.4,2,7.09
2011,La Liga,Real Sociedad,Mikel Gonz‡lez,26,D(CL) ,190,79,25(3),28,25,3,2253,1,-,7,1,0.1,78.7,0.7,1,7.08
2011,La Liga,Real Sociedad,Daniel Estrada,24,D(LR) ,179,74,25(4),29,25,4,2270,2,1,8,-,0.4,72.7,1.2,2,7.08
2011,La Liga,Real Sociedad,Claudio Bravo,28,GK ,185,84,37,37,37,0,3330,-,-,1,1,-,57,0.2,2,7.01
2011,La Liga,Real Sociedad,Xabi Prieto,28,AM(CR) ,186,76,25(9),34,25,9,2303,2,5,1,-,0.6,77.1,2.8,1,7
2011,La Liga,Real Sociedad,I–igo Mart’nez,20,D(C) ,181,77,26,26,26,0,2318,3,-,8,2,0.5,75.3,1.5,-,6.94
2011,La Liga,Real Sociedad,Vadim Demidov,25,D(C) ,185,80,20(3),23,20,3,1838,-,1,5,-,0.2,76.6,0.8,-,6.87
2011,La Liga,Real Sociedad,Liassine Cadamuro,23,D(L) ,186,76,13(6),19,13,6,1226,-,-,6,-,0.3,73.7,1.2,1,6.82
2011,La Liga,Real Sociedad,Mikel Aranburu,32,M(C) ,180,70,26(3),29,26,3,2179,2,2,3,-,0.8,78,0.6,1,6.8
2011,La Liga,Real Sociedad,McDonald Mariga,24,DM(C) ,187,80,10(4),14,10,4,954,-,-,1,-,1,79.4,0.5,-,6.79
2011,La Liga,Real Sociedad,Markel Bergara,25,DM(C) ,181,78,9(2),11,9,2,707,-,-,4,-,0.2,77,1.3,-,6.75
2011,La Liga,Real Sociedad,Imanol Agirretxe,24,FW ,187,77,27(9),36,27,9,2233,10,4,1,-,2.3,65.3,1.5,2,6.73
2011,La Liga,Real Sociedad,E–aut Zubikarai,27,GK ,185,84,2,2,2,0,180,-,-,1,-,-,68.4,-,-,6.67
2011,La Liga,Real Sociedad,Rub_n Pardo,19,DM(C) ,182,68,2(13),15,2,13,340,1,-,-,-,0.4,78.7,-,1,6.47
2011,La Liga,Real Sociedad,Diego Ifr‡n,24,FW ,174,74,4(12),16,4,12,478,1,-,4,-,1.4,60.8,0.4,-,6.29
2011,La Liga,Real Sociedad,Jeffrey Sarpong,23,AM(L) ,173,75,1(2),3,1,2,88,-,-,-,-,-,85.7,-,-,6.19
2011,La Liga,Real Sociedad,Joseba Llorente,31,FW ,184,72,2(16),18,2,16,359,-,-,4,-,0.7,64.5,0.1,-,6.06
2011,La Liga,Real Betis,Nacho9412,31,D(L) ,176,70,37,37,37,0,3318,1,-,8,-,0.1,73.1,1.8,4,7.42
2011,La Liga,Real Betis,Be–at,24,M(C) ,175,72,30(5),35,30,5,2660,6,5,11,-,2.2,81.4,0.2,4,7.23
2011,La Liga,Real Betis,Jefferson Montero,22,AM(LR) ,170,68,26(6),32,26,6,2071,1,3,2,-,1.9,70.8,0.4,2,7.17
2011,La Liga,Real Betis,Iriney,30,DM(C) ,179,70,30(1),31,30,1,2554,-,-,12,-,0.7,86.4,0.9,1,7.05
2011,La Liga,Real Betis,Fabricio,23,GK ,184,79,15,15,15,0,1350,-,-,3,-,-,49,0.5,1,7.04
2011,La Liga,Real Betis,Rub_n Castro,30,AM(CLR)^FW ,174,72,33(1),34,33,1,2963,16,5,5,-,3,75.6,0.1,2,7.03
2011,La Liga,Real Betis,Casto,29,GK ,182,78,22,22,22,0,1980,-,-,3,1,-,63.1,0.5,2,7.02
2011,La Liga,Real Betis,Antonio Amaya,28,D(C) ,192,86,9(3),12,9,3,936,-,-,4,-,0.2,80.2,2.3,-,7.01
2011,La Liga,Real Betis,Ustaritz,28,D(C) ,183,77,6(1),7,6,1,514,-,-,-,-,0.4,82.8,0.9,-,6.97
2011,La Liga,Real Betis,Chechu Dorado,29,D(C) ,180,69,32(1),33,32,1,2925,1,-,5,1,0.3,80.7,0.6,1,6.96
2011,La Liga,Real Betis,Jos_ Ca–as,24,DM(C) ,177,71,17(5),22,17,5,1598,-,-,6,-,0.4,83.1,1.6,-,6.95
2011,La Liga,Real Betis,Javi Chica,26,D(LR) ,175,77,14(1),15,14,1,1239,-,2,3,-,0.3,74.3,0.7,-,6.95
2011,La Liga,Real Betis,Paulao,29,D(C) ,186,82,17,17,17,0,1495,-,-,4,-,0.5,86.7,1.9,-,6.94
2011,La Liga,Real Betis,Nono,18,DM(C) ,178,72,1(1),2,1,1,100,-,-,1,-,1.5,86.5,1,-,6.94
2011,La Liga,Real Betis,Roque Santa Cruz,30,FW ,191,83,20(13),33,20,13,1968,7,1,2,-,1.2,70.7,2.8,1,6.88
2011,La Liga,Real Betis,Isidoro,25,D(R) ,180,71,10(1),11,10,1,894,-,-,4,-,0.4,73.5,0.5,-,6.85
2011,La Liga,Real Betis,N_lson,28,D(R) ,172,64,14,14,14,0,1213,1,-,2,-,0.4,78.8,0.1,-,6.75
2011,La Liga,Real Betis,Jonathan Pereira,24,AM(L)^FW ,166,61,14(17),31,14,17,1459,4,6,8,-,1.3,70.7,0.1,-,6.73
2011,La Liga,Real Betis,Mario14215,29,D(C) ,178,75,12,12,12,0,955,-,-,4,3,0.2,79.6,1.2,-,6.72
2011,La Liga,Real Betis,çlex Pozuelo,20,AM(CR) ,170,63,10(8),18,10,8,1054,2,2,-,1,1.3,80.2,0.4,-,6.68
2011,La Liga,Real Betis,Salva Sevilla,27,AM(CLR) ,178,71,19(7),26,19,7,1473,2,2,6,-,1.5,82.9,0.2,-,6.61
2011,La Liga,Real Betis,I–aki Goitia,29,GK ,188,79,1(1),2,1,1,109,-,-,-,-,-,58.1,-,-,6.6
2011,La Liga,Real Betis,Juanma G—mez,30,M(R) ,176,72,8(6),14,8,6,785,-,1,2,-,0.4,82.2,0.4,-,6.58
2011,La Liga,Real Betis,çlvaro Vadillo,17,AM(LR) ,180,63,2(2),4,2,2,114,-,-,-,-,0.5,76.2,0.5,-,6.58
2011,La Liga,Real Betis,çlex Mart’nez,21,D(L) ,176,64,1(2),3,1,2,116,-,-,-,-,0.7,83.3,0.3,-,6.57
2011,La Liga,Real Betis,Jorge Molina,29,FW ,189,83,14(12),26,14,12,1285,6,1,2,1,1.4,71.2,0.9,-,6.53
2011,La Liga,Real Betis,Dusko Tosic,26,D ,184,80,0(1),1,0,1,36,-,-,-,-,-,72.2,1,-,6.49
2011,La Liga,Real Betis,Javier Matilla,23,DM(C) ,176,72,4(10),14,4,10,381,-,-,2,-,0.1,86.2,0.1,-,6.35
2011,La Liga,Real Betis,Momo,29,AM(L) ,184,67,0(2),2,0,2,22,-,-,1,-,0.5,87.5,-,-,6.33
2011,La Liga,Real Betis,Ezequiel,20,M ,169,59,0(4),4,0,4,99,-,-,1,-,0.5,68.4,-,-,6.17
2011,La Liga,Real Betis,Sergio Rodr’guez,19,M ,169,65,0(3),3,0,3,114,-,-,-,-,0.7,81.8,-,-,6.07
2011,La Liga,Espanyol,Javi L—pez,25,D(R)^DM(C) ,180,76,26(3),29,26,3,2294,1,3,10,1,0.6,76.1,1.5,2,7.23
2011,La Liga,Espanyol,Raœl Rodr’guez,24,D(CR)^DM(C) ,183,70,28,28,28,0,2439,-,-,6,-,0.5,81.1,1.4,3,7.19
2011,La Liga,Espanyol,Ernesto Gal‡n,25,D(CR) ,181,76,11,11,11,0,962,-,-,2,1,0.4,72.9,1.5,-,7.16
2011,La Liga,Espanyol,D’dac Vil‡,22,D(L) ,184,74,37,37,37,0,3330,2,2,9,-,0.7,65.8,1,-,7.12
2011,La Liga,Espanyol,Kiko Casilla,25,GK ,191,84,15(1),16,15,1,1359,-,-,2,-,0.1,59.7,0.7,2,7.07
2011,La Liga,Espanyol,Sergio Garc’a,28,AM(CR)^FW ,174,72,21(3),24,21,3,1780,5,8,7,-,3,73.8,0.2,2,7.06
2011,La Liga,Espanyol,Joan Verdœ,28,M(C) ,178,71,36,36,36,0,3140,5,5,6,-,1.9,83.7,0.1,1,7.01
2011,La Liga,Espanyol,Philippe Coutinho,19,AM(CLR) ,171,71,14(2),16,14,2,1227,5,1,2,1,2.5,76.9,0.4,-,6.95
2011,La Liga,Espanyol,H_ctor Moreno,23,D(C) ,183,80,35,35,35,0,3150,3,1,9,-,0.3,82.3,1.1,1,6.95
2011,La Liga,Espanyol,Romaric,28,D(C)^M(CL) ,187,88,22(6),28,22,6,1903,3,1,7,-,2.1,82.7,1.3,3,6.93
2011,La Liga,Espanyol,Kalu Uche,28,AM(CR)^FW ,179,79,11(4),15,11,4,918,6,1,1,-,2.2,69.3,1.7,1,6.91
2011,La Liga,Espanyol,Cristian çlvarez,25,GK ,185,85,23,23,23,0,2062,-,-,3,-,-,65.3,0.3,-,6.89
2011,La Liga,Espanyol,V’ctor S‡nchez,24,D(R)^M(C) ,174,72,5(1),6,5,1,460,-,1,3,-,0.2,84.6,0.5,-,6.85
2011,La Liga,Espanyol,Javi M‡rquez,25,M(C) ,179,71,8(1),9,8,1,607,-,-,5,-,1.6,78.5,0.8,-,6.8
2011,La Liga,Espanyol,Juan Forl’n,23,D(C)^DM(C) ,180,77,26(2),28,26,2,2288,-,1,12,2,0.1,75.3,1.2,-,6.75
2011,La Liga,Espanyol,Vladimir Weiss,21,AM(CLR) ,173,71,19(9),28,19,9,1812,2,3,13,-,0.9,77.3,-,-,6.74
2011,La Liga,Espanyol,Thievy,19,AM(L)^FW ,182,74,11(8),19,11,8,1157,1,3,5,-,1.1,79.6,0.5,-,6.72
2011,La Liga,Espanyol,Raœl Baena,22,DM(C) ,179,73,22(10),32,22,10,2140,1,1,9,-,0.4,85.6,0.7,-,6.62
2011,La Liga,Espanyol,Alb’n,25,AM(CL) ,179,77,2(4),6,2,4,166,1,-,1,-,0.8,76.8,0.5,-,6.47
2011,La Liga,Espanyol,Jordi Amat,19,D(C) ,184,78,8(2),10,8,2,756,-,-,4,1,-,75,0.2,-,6.39
2011,La Liga,Espanyol,Cristian G—mez,22,DM(C) ,181,75,10(9),19,10,9,913,1,-,5,-,0.2,87,0.2,-,6.36
2011,La Liga,Espanyol,çlvaro V‡zquez,20,FW ,182,71,19(9),28,19,9,1637,5,1,2,-,1.4,71.3,0.2,-,6.36
2011,La Liga,Espanyol,Rui Fonte,21,AM(R) ,181,73,7(12),19,7,12,724,1,1,2,-,0.8,78.1,0.4,-,6.31
2011,La Liga,Espanyol,Luis Garc’a9422,30,AM(CLR) ,177,69,1,1,1,0,61,-,-,-,-,1,47.6,-,-,6.29
2011,La Liga,Espanyol,Jesœs D‡tolo,27,M(CL) ,177,73,2(3),5,2,3,239,-,-,1,-,-,80.5,0.2,-,6.26
2011,La Liga,Espanyol,Walter Pandiani,35,FW ,185,75,0(16),16,0,16,278,3,1,3,1,0.6,67.3,0.4,-,6.21
2011,La Liga,Espanyol,Paul Quaye,16,M ,178,76,0(1),1,0,1,3,-,-,-,-,-,100,-,-,6.19
2011,La Liga,Espanyol,Bubacar Njie Kambi,23,FW ,178,77,0(1),1,0,1,5,-,-,-,-,-,50,-,-,6.03
2011,La Liga,Espanyol,Cristian Alfonso,22,M ,183,77,0(5),5,0,5,48,-,-,-,-,0.4,93.1,-,-,6
2011,La Liga,Rayo Vallecano,Javi Fuego,27,DM(C) ,181,76,31,31,31,0,2745,-,-,8,-,0.4,76.1,1.6,3,7.48
2011,La Liga,Rayo Vallecano,Emiliano Armenteros,25,AM(CLR) ,179,78,12(1),13,12,1,1002,2,2,1,-,1.2,69.5,1.7,1,7.47
2011,La Liga,Rayo Vallecano,Michu,25,AM(C)^FW ,191,76,37,37,37,0,3288,15,3,9,1,2.4,68.4,4.1,1,7.24
2011,La Liga,Rayo Vallecano,Diego Costa,23,FW ,188,85,15(1),16,15,1,1325,10,4,9,-,2.8,70.1,1.2,2,7.18
2011,La Liga,Rayo Vallecano,Casado,25,D(L) ,173,72,32,32,32,0,2781,-,2,16,1,0.5,67.6,1,1,7.12
2011,La Liga,Rayo Vallecano,Jordi Figueras,24,D(C) ,185,82,17,17,17,0,1530,-,-,6,-,0.3,75.3,0.8,1,7.04
2011,La Liga,Rayo Vallecano,Piti,30,AM(CLR) ,179,79,29(6),35,29,6,2421,3,4,5,-,2.3,70.8,0.6,1,7.03
2011,La Liga,Rayo Vallecano,Alejandro Arribas,22,D(C) ,182,74,34,34,34,0,2999,1,1,17,-,0.5,68.6,1.3,3,6.95
2011,La Liga,Rayo Vallecano,Tito,26,D(CR) ,174,62,36,36,36,0,3166,1,1,12,-,0.3,69.5,1.4,-,6.94
2011,La Liga,Rayo Vallecano,Roberto Trashorras,30,M(CR) ,177,70,18(11),29,18,11,1680,2,4,4,-,1.4,79.2,0.3,-,6.87
2011,La Liga,Rayo Vallecano,Botelho,21,D(L)^M(L) ,188,80,8(3),11,8,3,735,1,1,4,1,0.4,68.9,0.5,1,6.83
2011,La Liga,Rayo Vallecano,Joel Robles,21,GK ,195,90,13,13,13,0,1170,-,1,-,-,-,53.5,0.2,-,6.79
2011,La Liga,Rayo Vallecano,Daniel Gim_nez,28,GK ,182,77,11,11,11,0,957,-,-,1,-,-,55.6,0.6,1,6.79
2011,La Liga,Rayo Vallecano,Jos_ Mar’a Movilla,36,DM(C) ,170,71,36(2),38,36,2,2848,2,3,4,-,0.7,77.9,0.2,-,6.74
2011,La Liga,Rayo Vallecano,Mikel Labaka,31,D(C) ,185,79,12(1),13,12,1,1002,1,-,-,1,0.8,71,2.8,-,6.71
2011,La Liga,Rayo Vallecano,Jorge Pulido,20,D(C) ,184,72,13(1),14,13,1,1133,-,-,8,-,0.1,72.4,0.9,-,6.62
2011,La Liga,Rayo Vallecano,Raœl Tamudo,34,FW ,180,74,17(15),32,17,15,1635,9,2,6,-,1.5,70.2,0.7,-,6.56
2011,La Liga,Rayo Vallecano,David Cobe–o,29,GK ,185,82,14(1),15,14,1,1295,-,-,1,-,-,63.2,0.1,1,6.54
2011,La Liga,Rayo Vallecano,Alberto Perea,20,AM(R) ,177,67,0(1),1,0,1,10,-,-,-,-,1,42.9,-,-,6.53
2011,La Liga,Rayo Vallecano,Lass,19,AM(LR) ,174,71,15(13),28,15,13,1565,3,4,8,-,1.2,69,0.3,-,6.49
2011,La Liga,Rayo Vallecano,Raœl Bravo,30,D(L) ,170,69,5(1),6,5,1,400,-,-,-,-,0.5,74.8,1,-,6.47
2011,La Liga,Rayo Vallecano,Rafa Garc’a,25,D ,188,84,1(3),4,1,3,152,-,-,1,-,0.3,76.6,0.8,-,6.4
2011,La Liga,Rayo Vallecano,M’chel1606,35,FW ,174,66,2(7),9,2,7,237,-,1,-,-,0.2,82.6,-,-,6.32
